id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
588930259352606941,★★★★★2BD/2BA RIGHT ON BEACH DIRECT OCEAN-VIEW,327859472,Stay Today,,Hallandale Beach,25.98625,-80.11789,Entire home/apt,420,2,15,2022-12-15,1.93,41,134,15,
592040814096573276,Simply 1 bedroom w/free parking & relax backyard,257881382,Allandson,,North Lauderdale,26.22668,-80.22963,Private room,50,2,8,2022-08-25,0.89,2,365,8,
594966747541898869,D2/1✈️Shared room🌴Airport🍱groceries beach nearby,384292208,Andrey,,Dania Beach,26.05221,-80.14978,Shared room,35,2,3,2022-04-18,0.33,16,358,3,
594976387045055978,Cute Private Hollywood Apt w Kitchen/Parking/Wifi!,149230562,U.N.I Vacation Rentals,,Hollywood,26.01602,-80.19933,Entire home/apt,118,1,13,2022-12-22,1.49,24,32,13,
589097176905608518,Zen Luxury Condo ¤ 2 Balconies ¤ Resort Amenities,432062322,M,,Fort Lauderdale,26.117918,-80.146133,Entire home/apt,308,2,12,2022-11-14,1.53,1,282,12,
595013776077632131,Miabby #1 - Stylish Apt Minutes from the Beach,452157790,Guy,,Hollywood,26.004572,-80.137131,Entire home/apt,120,1,25,2022-12-27,2.78,5,339,25,
592103108210498264,Beautiful Suite - Close to DT&Beach|Free Parking,224722015,Vacation,,Fort Lauderdale,26.15175,-80.13386,Entire home/apt,328,1,18,2022-09-04,1.99,8,0,18,
592114860415911593,Lovely 2 bedroom 2 bath condo by the sea…,19063881,Ted,,Lauderdale By The Sea,26.21116,-80.09531,Entire home/apt,139,30,1,2022-10-31,0.51,1,360,1,
589098298000629139,Stylish 1BED Condo Heated Pool BBQ & Free Parking,166432369,Reut,,Fort Lauderdale,26.19643,-80.12382,Entire home/apt,145,1,24,2022-12-13,2.65,9,126,24,
589116041090307797,Cheerful 2-bedroom Home +Free Parking Near Beach,97018605,D,,Fort Lauderdale,26.13762,-80.14522,Entire home/apt,194,4,1,2022-04-04,0.11,2,31,1,
592215573141597006,Adorable Studio with Lake Front view and Patio,103851967,Ron & Laurie,,Hollywood,26.06111,-80.19967,Entire home/apt,119,14,1,2022-11-26,0.91,5,250,1,
595015956489176582,SOUTH FLORIDA GUESTS VACATION,398926240,Jean,,Miramar,25.98192,-80.21255,Entire home/apt,650,1,1,2022-05-08,0.13,1,364,1,
589125496595868377,"Fully Remodeled 4 bed 4 bath Retreat, Heated Pool",14201269,Tim,,Plantation,26.13065,-80.22722,Entire home/apt,1081,5,25,2022-12-26,2.77,6,246,25,
589178108343297746,"Modern Luxury Remodeled Home, minutes from beach!",444669856,Larry,,Hollywood,26.0031,-80.14638,Entire home/apt,295,2,18,2022-11-25,1.96,3,319,18,
592553423620106493,Steps to the beach -All renovated studio Unit #1,114665005,Carole,,Lauderdale By The Sea,26.19244,-80.09883,Entire home/apt,149,3,4,2022-12-13,0.46,16,241,4,
589208703140372191,Boho & Cozy 1 Bedroom Condo,400934539,Kevin,,Pembroke Pines,26.00543,-80.34465,Entire home/apt,174,2,26,2022-11-20,3.04,8,72,26,
595023846167729440,"Full House, private pool. 2-Bedrooms, 2 bathrooms.",76765855,Henrique,,Deerfield Beach,26.27794,-80.11763,Entire home/apt,475,2,8,2022-11-30,1.50,1,120,8,
597793326834284078,D1.1)😎Shared room.👍Hostel✈️Airport🌴beach 15 minutes,451142071,Natali,,Dania Beach,26.05074,-80.1477,Shared room,39,1,0,,,13,361,0,
595031758461502364,PALM GROVE 2BR1BA ModernHome w/private Heated Pool,385897086,Alex,,Oakland Park,26.16883,-80.14695,Entire home/apt,563,4,54,2022-12-26,6.16,4,130,54,
595058504738840266,Private Unit Heated Pool Parking BBQ Ft Lauderdale,166432369,Reut,,Fort Lauderdale,26.19658,-80.12356,Entire home/apt,101,1,19,2022-12-05,2.11,9,340,19,
595075188259540571,BEAUTIFUL VILLA IN PEMBROKE PINES,410667015,Simeon,,Pembroke Pines,26.0088,-80.22095,Entire home/apt,254,2,14,2022-11-02,1.65,1,178,14,
595262178427670182,Habitación acogedora 2! En casa con piscina,108314874,Jose Luis,,Hollywood,26.00837,-80.19764,Private room,57,1,23,2022-10-29,2.62,6,361,23,
592554817276558065,Modern Garden Apartment - Private w/ Parking,12672266,Erin,,Fort Lauderdale,26.14571,-80.13521,Entire home/apt,152,1,24,2022-12-11,2.65,5,150,24,
592569204506301814,Waterfront Bungalow /Pool/Tiki/Grill,161734951,Lexi,,Pompano Beach,26.22933,-80.11812,Entire home/apt,430,2,10,2022-07-25,1.14,2,97,10,
592580188155058775,"Master bedroom.
King Bed. Private bathroom.",157824773,Damean,,Sunrise,26.16194,-80.24226,Private room,83,7,5,2022-07-26,0.58,1,83,5,
597805322925269289,Lovely Spacious 1BR Getaway 5 min to the BEACH,426472412,Elena,,Fort Lauderdale,26.140135,-80.126106,Entire home/apt,140,3,11,2022-12-03,1.25,4,93,11,
592589963829194972,Club Wyndham Royal Vista,66506549,Ryan,,Pompano Beach,26.22385,-80.09099,Private room,500,1,0,,,5,364,0,
592590474722450315,TIDES OCEANFRONT CONDO 1/1 ON 15TH FLOOR,2001930,Dmitri,,Hollywood,25.9888,-80.11865,Entire home/apt,399,7,0,,,40,114,0,
597868274340844586,"MODERN 1br w/resort-style amenities, downtown *NEW",452746135,Ms,,Fort Lauderdale,26.12553,-80.13965,Entire home/apt,225,4,0,,,2,180,0,
595424563338364078,**KING SIZE BED**Condo. Stylish with free parking.,276552914,Claudia,,Hollywood,26.0031,-80.14742,Entire home/apt,107,30,3,2022-12-12,0.52,4,27,3,
597901129640567573,Casa Sol y Mar of Fort Lauderdale,18310794,Ana,,Fort Lauderdale,26.2047,-80.1219,Entire home/apt,496,5,14,2022-12-22,1.69,1,273,14,
595458354379586588,Cozy Prv Room/Prv Bath 15min to Las Olas,58708265,Kurt,,Fort Lauderdale,26.128499,-80.156042,Private room,65,30,20,2022-11-25,2.43,5,193,20,
592601553136482521,Beautiful & Spacious Home w/ Pool - Walk to Beach!,26699883,Emil,,Deerfield Beach,26.31791,-80.08688,Entire home/apt,898,3,2,2022-11-26,0.70,1,219,2,
592626337450221508,Spacious Private 3BR Villa Large Backyard and Pool,445243165,StayRenté,,Fort Lauderdale,26.18272,-80.10894,Entire home/apt,10,2,13,2022-11-19,1.47,1,52,13,
597937309886685848,Luxury Beachfront Hotel 2 BR Suite Ft. Lauderdale,89832600,Anna,,Fort Lauderdale,26.13022,-80.1036,Private room,611,30,4,2022-07-10,0.51,1,358,4,
592649664431222823,Great 2/2 ocean-view condo on the beach,451652149,Natasha,,Hollywood,25.99399,-80.11677,Entire home/apt,134,28,0,,,2,244,0,
595482857194440137,Cushy Prv Rm 15 min to Las Olas+Beaches,58708265,Kurt,,Fort Lauderdale,26.128499,-80.156042,Private room,57,30,13,2022-11-27,1.75,5,191,13,
595510040106560506,Comfy Private Rm 15 min to Las Olas Blvd,58708265,Kurt,,Fort Lauderdale,26.128499,-80.156042,Private room,55,30,14,2022-12-11,1.65,5,162,14,
597984623193303734,"MODERN 1br w/resort amenities, downtown location!",452746135,Ms,,Fort Lauderdale,26.1272,-80.14072,Entire home/apt,225,4,1,2022-04-18,0.12,2,180,1,
595517754644935931,"Lovely 2-bedroom vacation home, ocean view",452247928,Marcos,,Hollywood,25.98806,-80.11856,Entire home/apt,400,2,1,2022-04-17,0.12,1,343,1,
598001887259693522,SUITE #7 - Marine Villas Hollywood - 1 bedroom,137754066,Felecia,,Hollywood,26.01776,-80.11669,Entire home/apt,205,1,1,2022-05-08,0.13,6,313,1,
595537257864192707,Beautiful one bedroom suite around pool courtyard,428667216,Kevin,,Deerfield Beach,26.30639,-80.07933,Entire home/apt,149,3,2,2022-06-28,0.23,13,272,2,
595537292676448443,"Family suite around pool courtyard, Sleeps 5",428667216,Kevin,,Deerfield Beach,26.30647,-80.07931,Entire home/apt,163,3,7,2022-12-22,0.83,13,288,7,
592658290680361426,Oceanview 2/2 w/ WrapAroundBalcony @HydeBeachHouse,451654566,Consuelo,,Hallandale Beach,25.98586,-80.12105,Entire home/apt,525,1,8,2022-08-27,0.94,1,347,8,
598045364262090445,Marvelous 3 Bedroom House - Close to Beach,329037232,Eduardo,,Hollywood,26.008282,-80.137833,Entire home/apt,185,5,2,2022-08-15,0.27,4,274,2,
592711770945788524,Waterfront new home with pool/jacuzzi & boat dock,52090973,Sim,,Pompano Beach,26.2578,-80.09598,Entire home/apt,549,2,6,2022-10-12,0.67,1,361,6,
592712341790199589,Miami-Pembroke for Business or Leisure travelers!,125031585,Casa Del Mar,,Pembroke Pines,26.00167,-80.3352,Entire home/apt,232,5,13,2022-10-29,1.72,1,85,13,
595581134631039261,Gorgeous lake view home with heated pool,304488498,Mimi,,Plantation,26.1428305,-80.27825680000001,Entire home/apt,249,2,8,2022-12-22,1.38,1,305,8,
598347092481895882,Live outdoors! Amazing Pool & Canal 3/2 Home,114665005,Carole,,Pompano Beach,26.22638,-80.1107,Entire home/apt,570,4,5,2022-07-31,0.59,16,264,5,
592713832699033584,"Sapphire House- Pool, Hot Tub, Great for Groups",36635075,Caroline,,Hollywood,26.01715,-80.19712,Entire home/apt,462,3,16,2022-12-19,2.11,6,243,16,
598369742036874823,Df)Shared room 😎hostel✈️Airport🌴beach 15 minutes.,384292208,Andrey,,Dania Beach,26.0528,-80.1493,Shared room,33,2,2,2022-05-23,0.23,16,359,2,
592757305023487031,Steps from the beach-All renovated studio Unit #3,114665005,Carole,,Lauderdale By The Sea,26.19129,-80.09872,Entire home/apt,145,3,5,2022-08-28,0.59,16,355,5,
592762263166407828,2 min walk to the Beach-All Renovated studio #4,114665005,Carole,,Lauderdale By The Sea,26.19193,-80.09827,Entire home/apt,142,3,3,2022-12-12,0.33,16,358,3,
595582050444346571,Luxury Upscale Home w/ private yard 25min from FLL,410658350,Sidney,,Margate,26.24703,-80.20654,Entire home/apt,256,2,10,2022-09-04,1.11,1,71,10,
598374638759530615,Cute Pompano Beach Escape for a one or two people,408523862,Angel Host,,Pompano Beach,26.230614,-80.114929,Entire home/apt,117,2,11,2022-12-03,1.29,22,355,11,
595638633015807695,Plantation Luxury Vacation Home LLC,452278456,Mariana,,Plantation,26.14785,-80.30976,Private room,2000,1,0,,,1,365,0,
592765632573959243,2 min walk to beach.Sleeps 7- large 2br/2ba #5,114665005,Carole,,Lauderdale By The Sea,26.19288,-80.09716,Entire home/apt,290,3,3,2022-11-29,0.34,16,312,3,
598422932818457607,Contemporary Family Home Heated Pool Close to Bch,12061448,Larry,,Deerfield Beach,26.29447,-80.092537,Entire home/apt,399,4,3,2022-08-21,0.57,8,359,3,
595776145276905760,"99 Steps to the beach, light and airy end unit",227205675,Paula,,Hillsboro Beach,26.30501,-80.0791,Entire home/apt,272,1,23,2022-12-27,2.56,8,300,23,
595803424535907213,Delightful 1-bed/1-bath Camper/RV with parking!,54232529,Zach,,Wilton Manors,26.15478,-80.14985,Entire home/apt,70,29,2,2022-09-04,0.25,1,313,2,
598438250286644568,★Modern House with 3B/2B near Las Olas & Airport★,418780376,Hucoo,,Fort Lauderdale,26.14518,-80.15693,Entire home/apt,134,1,21,2022-12-05,2.40,6,152,21,
595889057123919463,Tiki Paradise Home,153934256,Lilibeth,,Hollywood,25.9961,-80.21444,Entire home/apt,200,4,6,2022-12-05,0.86,3,281,6,
592794510818126470,New Listing-Pompano Beach w/private HEATED pool,17086390,Carolyn,,Pompano Beach,26.213936,-80.103416,Entire home/apt,490,3,14,2022-10-09,1.65,1,268,14,
598441835609912973,Lovely trendy 1 bedroom unit with a pool and gym,127104398,Stevi,,Fort Lauderdale,26.13092,-80.13855,Private room,121,1,2,2022-07-23,0.23,1,151,2,
593188551018523105,Central Nautical Themed 4 bed 2 bath Home,435175605,Nicole,,Fort Lauderdale,26.14258,-80.14648,Entire home/apt,370,1,35,2022-12-27,4.22,1,254,35,
593250718652129763,Sail Away Beach Cottage Sleeps 10 Heated Pool,12400242,Maher,,Fort Lauderdale,26.20734,-80.11287,Entire home/apt,506,2,24,2022-11-26,2.72,6,306,24,
593301764165996864,Nice & Warm Prv Rm 15min to Las Olas,58708265,Kurt,,Fort Lauderdale,26.128499,-80.156042,Private room,59,30,5,2022-10-31,0.64,5,161,5,
595896099030845640,Stunning House 5 min From Beach - 444 FIVE STARS.,28381203,Emrah,,Fort Lauderdale,26.1955,-80.12395,Entire home/apt,300,7,1,2022-04-11,0.11,8,363,1,
595898475757771379,Reatha’s comfort suite,452325867,Tabitha,,Miramar,25.983475,-80.245567,Entire home/apt,180,2,4,2022-12-14,0.46,1,87,4,
598460442894055655,Waterfront Lovely 2-Bedroom On the Intracoastal,346943498,Sammy,,Fort Lauderdale,26.15011,-80.11424,Entire home/apt,177,1,12,2022-12-10,1.53,1,157,12,
595920104633706376,Downtown 1 Bedroom Condo,297478819,Leann,,Fort Lauderdale,26.13717,-80.14333,Entire home/apt,134,1,22,2022-11-13,2.77,3,269,22,
596251113170704048,Simple Suite Downtown Hollywood/Beach Free Park2ng,422734332,Eric,,Hollywood,26.02653,-80.15015,Entire home/apt,84,30,4,2022-05-24,0.46,14,51,4,
593373582506856830,Espectacular y acogedor  a 8 minutos de la playa,159925190,Gabriela,,Deerfield Beach,26.29122,-80.11544,Private room,76,1,10,2022-12-04,1.11,1,365,10,
598507312986262915,Resort Style House with Game Room near the Beach,420737087,Jessica,,Pompano Beach,26.2231,-80.11657,Entire home/apt,613,3,20,2022-11-28,2.34,1,307,20,
596278795648504501,"2 Entire rental unit, 1 bedroom near to beach",395665438,María,,Hollywood,26.02108,-80.14,Entire home/apt,111,1,24,2022-12-26,2.89,2,40,24,
598512074145234032,The Fierce Factory MIAMI . The Ultimate Babe Cave,154959567,Jerralee,,Hollywood,26.00186,-80.19014,Entire home/apt,270,1,22,2022-12-18,3.42,1,353,22,
596305482634114155,Oasis visit MIA or Broward,343470065,Rob,,Miramar,25.9931,-80.37354,Private room,74,1,22,2022-12-17,2.51,2,359,22,
596377026930881424,10min Beach/LasOlas/Airport! Big Backyard+Hammocks,136496198,Coni,,Fort Lauderdale,26.09783,-80.16337,Entire home/apt,427,2,14,2022-08-26,1.77,2,331,14,
593389646967813359,Chic 2BDR /2BA water front in Hyde Beach,15538490,Ariel,,Hollywood,25.986807,-80.118652,Entire home/apt,607,2,2,2022-05-18,0.23,2,362,2,
593394230045281829,"Snowbird-friendly haven with pool, hot tub, yard, WiFi, AC, & two living areas",156920884,Vacasa Florida,,Hollywood,25.99877,-80.13835,Entire home/apt,469,3,4,2022-07-25,0.44,19,363,4,
598536694397762962,Tropical Vacation pool Home 6 Beds4 Baths,37038660,Taylor,,Hollywood,26.01021,-80.15807,Entire home/apt,884,3,2,2022-12-12,0.24,16,362,2,
596389283288340376,Rent Luxe 5 Star Stunning 5 Bed + Htd Pool + Spa!,321514233,Rent Luxe,,Fort Lauderdale,26.16514,-80.11412,Entire home/apt,1043,7,10,2022-11-16,1.28,12,273,10,
598551590153088095,Private Oasis in Pompano Beach,383415060,Roberto,,Deerfield Beach,26.28237,-80.12268,Entire home/apt,271,3,19,2022-12-24,2.24,1,159,19,
596451965255781124,Wilton Manors Lovely Apartment,183178782,Julia,,Fort Lauderdale,26.15023,-80.14287,Entire home/apt,123,3,7,2022-12-07,0.87,22,286,7,
596462381768356380,Airbnb LUXE Designer Home-5 min Beach +Restaurants,29537330,Dan And Gio,,Hollywood,26.01027,-80.13814,Entire home/apt,1370,2,9,2022-12-27,1.45,29,350,9,
596502468142233024,Cozy suite with kitchenette close to beach,10066059,Thibaud,,Oakland Park,26.17517,-80.13387,Entire home/apt,259,4,0,,,2,174,0,
593395814869088058,WELCOME TO YOUR POOL HOUSE PERFECT FAMILY VACATION,159871702,Santiago,,Sunrise,26.15071,-80.29377,Entire home/apt,380,2,10,2022-11-27,1.32,1,320,10,
598647484147222770,Bamboo Paradise,35625388,Shawn,,Oakland Park,26.16504,-80.16978,Entire home/apt,174,1,8,2022-06-11,0.91,1,332,8,
593397641391064501,2／2 Beach Condo can be used as 2 units (3006),414548025,Kelly,,Hallandale Beach,25.98574,-80.12225,Entire home/apt,390,2,23,2022-12-27,2.56,1,340,23,
596896449648962862,Cheerful waterfront 2 bedroom house with pool,418339308,SoFlo,,Fort Lauderdale,26.10859,-80.12413,Entire home/apt,631,2,16,2022-10-09,1.83,2,331,16,
596905973297907584,Cute Studio Walking Distance to Beach,143224371,Tonya And Ahmad,,Deerfield Beach,26.31048,-80.07614,Private room,160,2,2,2022-07-31,0.25,5,0,2,
598652284499071582,Amazing  View |Balcony|Hollywood Beach+ Pool,20234196,Stay Sol,,Hollywood,26.01744,-80.11776,Entire home/apt,181,5,8,2022-12-04,1.16,215,326,8,
598661274545706843,Spacious BeachWalk 2/2 condo with stunning views!,452926257,Jackie,,Hallandale Beach,25.986013,-80.12281,Entire home/apt,463,4,3,2022-07-04,0.41,3,41,3,
596907390011233813,"The Sail Away-Waterfront, private dock, pool!",51260536,Michelle,,Lighthouse Point,26.2926642,-80.08566259999999,Entire home/apt,555,2,12,2022-12-04,3.79,2,288,12,
596907447198317642,Tiki Lounge & Pool Paradise,51260536,Michelle,,Lighthouse Point,26.29728,-80.0854,Entire home/apt,279,2,40,2022-12-12,4.69,2,250,40,
593405598501773557,Large w/King Beds and workspace-Wilton Manors (b),147140337,Levi,,Fort Lauderdale,26.15069,-80.13056,Entire home/apt,173,1,43,2022-12-04,5.42,14,298,43,
598706367288125494,**The Madison 8 - 1 Bedroom Apt  Step to the Beach,443421491,Ephram,,Hollywood,26.00688,-80.11633,Entire home/apt,201,2,11,2022-12-08,1.50,20,123,11,
596973881218379164,W Hotel - Beachfront 2 bedroom oasis,10676697,Salil,,Fort Lauderdale,26.128584,-80.103951,Entire home/apt,581,2,37,2022-12-26,4.61,1,174,37,
598819896408292321,2 big bedrooms 2 full bathrooms 6beds total,307736322,Barak,,Hollywood,25.98683,-80.11857,Entire home/apt,419,1,0,,,22,296,0,
596984785051969353,"3 Bedroom Condo Hollywood Beach, Florida",100571846,Mark And Alyssa,,Hollywood,26.01106,-80.11634,Entire home/apt,286,3,17,2022-12-08,1.94,1,198,17,
593469231967244970,1 min walk to Wilton Drive,4246703,Matthew,,Wilton Manors,26.157808,-80.13398,Entire home/apt,180,2,30,2022-12-12,3.35,70,166,30,
598973079647861323,★★★★★HYDE MANSION 2BD/2BA WITH DIRECT OCEAN VIEW,327859472,Stay Today,,Hollywood,25.98814,-80.12029,Entire home/apt,325,1,29,2022-12-23,3.90,41,115,29,
593476908345602268,Costa Hollwood Beach Resort 1Bdrm Walk 2 Boardwalk,193204575,Michael,,Hollywood,26.01707,-80.11657,Entire home/apt,500,5,4,2022-07-11,0.46,13,337,4,
599018022175676748,A2-cozy Apt 5 min to aventura mall/beach,49748800,Mariajose,,Hallandale Beach,25.97558,-80.14785,Entire home/apt,107,1,15,2022-12-17,1.76,33,56,15,
599122996105565009,Marriott's BeachPlace Towers Studio - Tortuga,26929628,David,,Fort Lauderdale,26.121899,-80.104637,Entire home/apt,329,5,0,,,11,2,0,
593513340617447096,Modern Pool House in the heart of Fort Lauderdale,183178782,Julia,,Fort Lauderdale,26.19204,-80.10998,Entire home/apt,835,5,5,2022-07-22,0.66,22,219,5,
597039534951439557,Waterfront KING bedroom suite w/ pool & billiards,163512843,Luke,,Fort Lauderdale,26.16291,-80.11726,Entire home/apt,1062,2,29,2022-12-08,3.32,2,301,29,
599136991647453546,LUXURY BEACH VILLA,123017288,Evgeniy,,Hollywood,26.01357,-80.12066,Entire home/apt,1250,1,2,2022-07-04,0.28,8,339,2,
593544140992772573,1BR Apartment in Fort Lauderdale,48005494,Zeus,,Fort Lauderdale,26.09987,-80.13884,Entire home/apt,137,30,0,,,7,263,0,
599139199748870292,Beautiful 2/1 home with pool,24502619,Ryan,,Fort Lauderdale,26.14593,-80.14764,Entire home/apt,117,3,28,2022-12-19,3.50,1,136,28,
597091855777959152,"Butterfly Garden 1 Bedroom with Private Bath, WIFI",20815395,Nirav,,Oakland Park,26.17789,-80.15054,Private room,75,1,1,2022-07-04,0.17,1,302,1,
599157531788388245,KING BED at The Posh Pad free parking Speedy Wi-Fi,452620895,Arlena,,Fort Lauderdale,26.1489,-80.12865,Entire home/apt,149,1,36,2022-12-12,4.25,2,59,36,
597114880019526299,Lovely two bed room Pembroke Pines location,452574037,Shamar,,Pembroke Pines,25.99826,-80.30957,Private room,121,1,0,,,1,365,0,
593561495700983645,3 bedroom*full remodel*5 mins to beach*fenced yard,80444918,Des,,Deerfield Beach,26.30787,-80.08957,Entire home/apt,267,2,41,2022-12-22,4.59,5,330,41,
599181490436060505,Sunny Miramar Breeze,405250120,Sony,,Miramar,25.99449,-80.23998,Entire home/apt,106,3,5,2022-11-23,1.03,2,168,5,
593591266990754109,Stunning Luxury 8BR Mansion|Heated Pool|Spa|Cinema,435884350,Chet,,Davie,26.08675,-80.34698,Entire home/apt,1102,3,15,2022-10-31,1.70,18,359,15,
593606973632131680,Pets Ok - Centrally Located Getaway,451868275,Connor,,Lighthouse Point,26.26469,-80.0983,Entire home/apt,117,2,11,2022-09-23,1.22,1,295,11,
597115564462224285,Hollywood Home,437715250,Joe,,Hollywood,26.02321,-80.15782,Entire home/apt,137,30,2,2022-12-12,2,3,348,2,
599218012476604097,* Amazing Family Home in Hollywood FL,179395810,Primazzo,,Hollywood,26.00704,-80.13284,Entire home/apt,383,1,11,2022-12-26,1.41,1,145,11,
599228362572581417,2 bedroom apartment with ocean view,170913699,Alexandra,,Hallandale Beach,25.98488,-80.12365,Entire home/apt,480,1,24,2022-11-20,3.36,6,268,24,
597118299222902321,"Oceanfront Condo, Upscale Resort Amenities",110961316,Andrew,,Fort Lauderdale,26.17839,-80.09681,Entire home/apt,199,2,14,2022-11-16,1.97,2,301,14,
597182144710789319,Large Tropical House w/Pool- 4 BD-2 Kings 2 Queens,274902913,Chris & Jamie,,Fort Lauderdale,26.16614,-80.11494,Entire home/apt,450,3,19,2022-11-28,2.22,6,258,19,
599260569336467757,Comfy and calm apartment with free parking (J),372224260,Diego,,Hollywood,26.0028,-80.14308,Entire home/apt,144,1,4,2022-11-07,0.49,6,326,4,
597218387357528842,"Mid-Century home near beach, king bed/big backyard",451642573,PMI Premium Services,,Deerfield Beach,26.31251,-80.096977,Entire home/apt,228,2,5,2022-12-14,0.70,42,345,5,
593636241662414891,lovely 2-bedroom condo with free parking on premises,97045413,Shalom,,Dania Beach,26.063271,-80.187836,Entire home/apt,262,3,0,,,1,365,0,
599265057830318057,Romantic 2Bed/2Bath/2K | 5★ DT Location |♛Hot Tub,412991931,Sam And Dalia,,Fort Lauderdale,26.118933,-80.151634,Entire home/apt,226,4,13,2022-12-19,1.48,9,0,13,
599304714941721832,Shady Banks Blue Door Oasis,453068253,Glenn,,Fort Lauderdale,26.10741,-80.16101,Entire home/apt,243,30,4,2022-09-28,0.57,1,268,4,
593667687216390645,New Lovely 2- bedroom a two blocks the beach.,219844806,Maria,,Hollywood,26.01116,-80.11756,Entire home/apt,169,2,17,2022-12-05,1.89,18,166,17,
593967572889752289,Unique 3-storey Home w/ Beautiful Lakefront View,58759792,DesignedVR,,Deerfield Beach,26.32713,-80.10026,Entire home/apt,736,2,17,2022-12-12,1.98,8,304,17,
597226273618543139,"Andeve’s Cheerful, cozy place",438254795,Andrea,,Oakland Park,26.19203,-80.14621,Private room,49,3,9,2022-12-18,1.05,6,45,9,
597226540868893477,"Lovely Studio❤close to Hard Rock,airport & beaches",50928787,Juan,,Hollywood,26.0195,-80.23797,Entire home/apt,99,3,17,2022-10-31,1.92,3,142,17,
597227912638271052,Charming Resort 1BR w Kitchen & Pool,143224371,Tonya And Ahmad,,Deerfield Beach,26.31207,-80.07692,Private room,123,2,5,2022-05-30,0.64,5,0,5,
599327519270978581,CasitaStudio in Victoria Park- Las Olas Blvr,450980505,Sandra & Hermes,,Fort Lauderdale,26.1362,-80.12235,Entire home/apt,137,1,16,2022-12-05,2.96,3,358,16,
597239447572746397,Andeve’s bright cheerful place,438254795,Andrea,,Oakland Park,26.19034,-80.1469,Private room,56,3,8,2022-12-17,0.93,6,32,8,
594016618985312721,Insta-worthy 4BR Beach House 1/2 mile from Beach,153146229,Nir,,Hollywood,26.01479,-80.12484,Entire home/apt,401,2,8,2022-12-17,1.51,1,317,8,
599357360405386085,Db1)💐Shared  room 😎hostel✈️Airport🌴beach 15 minutes,384292208,Andrey,,Dania Beach,26.0515,-80.14969,Shared room,35,2,2,2022-11-18,0.23,16,365,2,
599384774388708752,Perfect spot between Wilton Manors and the beach,414057805,Jonathan,,Fort Lauderdale,26.15158,-80.12953,Entire home/apt,437,3,8,2022-12-13,2.18,1,124,8,
601641623018643612,Shadred 's house (Room2),453543144,Marie-Andree,,Hollywood,26.03056,-80.22457,Private room,55,2,25,2022-12-11,2.95,2,72,25,
597258638439815927,Private Room/Bath w/Private Entrance and Pool,110439412,Jose,,Deerfield Beach,26.31333,-80.15123,Private room,89,2,6,2022-06-02,0.68,1,171,6,
599457437542448849,Your home away from home.,224711957,Bernice,,Lauderdale Lakes,26.15074,-80.19796,Entire home/apt,214,3,13,2022-12-06,2.24,1,77,13,
597267358203032492,**The Madison 6 - Large 1 Bedroom Beach Apartment,443421491,Ephram,,Hollywood,26.00769,-80.11629,Entire home/apt,173,2,15,2022-11-07,1.79,20,95,15,
597313167007584668,Pink Paradise FLL Beach SpeedyW-Fi Free Parking,452620895,Arlena,,Fort Lauderdale,26.14855,-80.12912,Entire home/apt,177,1,45,2022-12-15,5.25,2,0,45,
601645516150655292,Shadred's house (Room1),453543144,Marie-Andree,,Hollywood,26.03089,-80.22569,Private room,55,2,10,2022-11-13,1.20,2,72,10,
599467271031952935,Lovely Beach Apartment-Free Parking-Pool,38611650,Elite,,Hollywood,26.03346,-80.13347,Entire home/apt,250,2,12,2022-10-24,1.43,4,327,12,
601676309698824512,Cottage close to downtown & Fort Lauderdale beach,231886795,Layla,,Fort Lauderdale,26.1009,-80.14832,Entire home/apt,142,5,3,2022-11-29,0.46,2,184,3,
597373516986622683,Cheerful 1 bedroom home with pool & grill,452630892,Lizette,,Pembroke Pines,26.02553,-80.26986,Private room,124,1,3,2022-07-24,0.34,1,365,3,
597579900390453901,Piece of Paradise (2BR & Parking),9341286,Luis,,Oakland Park,26.17231,-80.14214,Entire home/apt,145,2,29,2022-12-17,4.35,1,99,29,
599491666602837018,Modern 2BR by Las Olas & River in Fort Lauderdale,453110227,Dean,,Fort Lauderdale,26.11883,-80.14352,Entire home/apt,363,4,8,2022-07-25,0.91,5,217,8,
597593794342733960,Hidden Gem Beach Home. FREE Parking & Amenities,452666019,White Sands Experiences,,Hollywood,26.01472,-80.11691,Entire home/apt,575,1,13,2022-10-02,1.62,3,288,13,
601689674977203191,Stunning 4-Bedroom+Office &Poolb Sleeps 10 Guests,86973315,Ariel,,Hollywood,26.04363,-80.17782,Entire home/apt,719,2,4,2022-10-23,1.03,1,326,4,
599497988173853592,Extraordinary beach condo with incredible view!!!,45939852,Lorena,,Hollywood,25.98857,-80.12004,Entire home/apt,245,2,0,,,3,299,0,
602040321478751089,At Mine | Double Suite steps from the Ocean,263082239,At Mine,,Fort Lauderdale,26.10817,-80.10861,Entire home/apt,166,1,277,2022-12-27,32.33,4,155,277,
597640481625143947,HEATED POOL+1 MILE TO BEACH! DOWNTOWN MODERN GEM!,368795483,BG Luxe Properties,,Fort Lauderdale,26.13825,-80.12846,Entire home/apt,435,4,20,2022-12-23,3.11,29,346,20,
599505433409642959,*Room with River Views in Downtown FTL by Las Olas,453110227,Dean,,Fort Lauderdale,26.12115,-80.14507,Private room,99,1,23,2022-10-15,2.74,5,263,23,
